name,style_name,abv,att_0,att_1,att_10,att_11,att_12,att_13,att_14,att_15,att_16,att_17,att_18,att_19,att_2,att_3,att_4,att_5,att_6,att_7,att_8,att_9
Budweiser American Ale,Amber,5.1,hop,copper,amber,originally,three,fall,pale,featuring,original,days,bitterness,profile,red,caramel,subtle,malts,finish,easy,munich,though
Censored (Kronik),Amber,6.75,hop,copper,amber,originally,three,fall,pale,featuring,original,days,bitterness,profile,red,caramel,subtle,malts,finish,easy,munich,though
Censored Imperial Stout,Amber,9.9,hop,copper,amber,originally,three,fall,pale,featuring,original,days,bitterness,profile,red,caramel,subtle,malts,finish,easy,munich,though
Censored Rich Copper Ale,Amber,6.75,hop,copper,amber,originally,three,fall,pale,featuring,original,days,bitterness,profile,red,caramel,subtle,malts,finish,easy,munich,though
Flipside Red IPA,Amber,6.2,hop,copper,amber,originally,three,fall,pale,featuring,original,days,bitterness,profile,red,caramel,subtle,malts,finish,easy,munich,though
Lucky 13,Amber,8.3,hop,copper,amber,originally,three,fall,pale,featuring,original,days,bitterness,profile,red,caramel,subtle,malts,finish,easy,munich,though
Quinn's Amber Ale,Amber,4.8,hop,copper,amber,originally,three,fall,pale,featuring,original,days,bitterness,profile,red,caramel,subtle,malts,finish,easy,munich,though
Red Between the Lines,Amber,6.2,hop,copper,amber,originally,three,fall,pale,featuring,original,days,bitterness,profile,red,caramel,subtle,malts,finish,easy,munich,though
Red-oric - Beer Camp #65 (Best Of Beer Camp: Imperial Red Ale),Amber,8.0,hop,copper,amber,originally,three,fall,pale,featuring,original,days,bitterness,profile,red,caramel,subtle,malts,finish,easy,munich,though
Safari Amber,Amber,5.0,hop,copper,amber,originally,three,fall,pale,featuring,original,days,bitterness,profile,red,caramel,subtle,malts,finish,easy,munich,though
Sundog,Amber,4.5,hop,copper,amber,originally,three,fall,pale,featuring,original,days,bitterness,profile,red,caramel,subtle,malts,finish,easy,munich,though
The 1759,Amber,9.0,hop,copper,amber,originally,three,fall,pale,featuring,original,days,bitterness,profile,red,caramel,subtle,malts,finish,easy,munich,though
BFD - Beer For Drinking,Blonde,4.8,golden,row,crisp,right,wheat,cascade,pale,two,new,honey,bright,pilsner,touch,white,yeast,summer,acidulated,munich,create,blonde
Bad Luck Blonde,Blonde,6.5,golden,row,crisp,right,wheat,cascade,pale,two,new,honey,bright,pilsner,touch,white,yeast,summer,acidulated,munich,create,blonde
Beer Camp: Dry Hopped Belgian Golden,Blonde,8.0,golden,row,crisp,right,wheat,cascade,pale,two,new,honey,bright,pilsner,touch,white,yeast,summer,acidulated,munich,create,blonde
Hatchery Series Release #6: Golden Summer Ale,Blonde,4.8,golden,row,crisp,right,wheat,cascade,pale,two,new,honey,bright,pilsner,touch,white,yeast,summer,acidulated,munich,create,blonde
Honey Blonde,Blonde,5.2,golden,row,crisp,right,wheat,cascade,pale,two,new,honey,bright,pilsner,touch,white,yeast,summer,acidulated,munich,create,blonde
Ovila Golden With Pomegranates,Blonde,8.5,golden,row,crisp,right,wheat,cascade,pale,two,new,honey,bright,pilsner,touch,white,yeast,summer,acidulated,munich,create,blonde
SummerBright Ale,Blonde,4.5,golden,row,crisp,right,wheat,cascade,pale,two,new,honey,bright,pilsner,touch,white,yeast,summer,acidulated,munich,create,blonde
Wild Thang,Blonde,5.0,golden,row,crisp,right,wheat,cascade,pale,two,new,honey,bright,pilsner,touch,white,yeast,summer,acidulated,munich,create,blonde
Baltic Anomaly,Baltic Porter,8.5,baltic,porter,refined,much,molasses,blueberries,shine,layered,treat,amount,truly,right,coconut,sweetness,toasted,hints,chocolate,malty,finish,lends
Baltic Joy,Baltic Porter,7.4,baltic,porter,refined,much,molasses,blueberries,shine,layered,treat,amount,truly,right,coconut,sweetness,toasted,hints,chocolate,malty,finish,lends
Rainy Day Blues,Baltic Porter,6.0,baltic,porter,refined,much,molasses,blueberries,shine,layered,treat,amount,truly,right,coconut,sweetness,toasted,hints,chocolate,malty,finish,lends
Barrel Aged Imperial Cherry Stout,American Imperial Stout,9.5,stout,bourbon,vanilla,coffee,dragon,cocoa,dark,milk,ten,aging,fidy,intense,aged,narwhal,barrel,imperial,tripper,barrels,chocolate,night
Barrel Aged Narwhal,American Imperial Stout,12.9,stout,bourbon,vanilla,coffee,dragon,cocoa,dark,milk,ten,aging,fidy,intense,aged,narwhal,barrel,imperial,tripper,barrels,chocolate,night
Bourbon Barrel Aged Imperial Stout,American Imperial Stout,11.2,stout,bourbon,vanilla,coffee,dragon,cocoa,dark,milk,ten,aging,fidy,intense,aged,narwhal,barrel,imperial,tripper,barrels,chocolate,night
Brandy Barrel-Aged Ten Fidy,American Imperial Stout,10.5,stout,bourbon,vanilla,coffee,dragon,cocoa,dark,milk,ten,aging,fidy,intense,aged,narwhal,barrel,imperial,tripper,barrels,chocolate,night
Chocolate Chili Stout - High Altitude Series,American Imperial Stout,8.8,stout,bourbon,vanilla,coffee,dragon,cocoa,dark,milk,ten,aging,fidy,intense,aged,narwhal,barrel,imperial,tripper,barrels,chocolate,night
Dank Tank Old Man Johnson's Farm,American Imperial Stout,9.6,stout,bourbon,vanilla,coffee,dragon,cocoa,dark,milk,ten,aging,fidy,intense,aged,narwhal,barrel,imperial,tripper,barrels,chocolate,night
Dragon's Milk,American Imperial Stout,11.0,stout,bourbon,vanilla,coffee,dragon,cocoa,dark,milk,ten,aging,fidy,intense,aged,narwhal,barrel,imperial,tripper,barrels,chocolate,night
Dragon's Milk Reserve Coconut Rum,American Imperial Stout,11.0,stout,bourbon,vanilla,coffee,dragon,cocoa,dark,milk,ten,aging,fidy,intense,aged,narwhal,barrel,imperial,tripper,barrels,chocolate,night
Dragon's Milk Reserve Mexican Spice Cake,American Imperial Stout,11.0,stout,bourbon,vanilla,coffee,dragon,cocoa,dark,milk,ten,aging,fidy,intense,aged,narwhal,barrel,imperial,tripper,barrels,chocolate,night
Dragon's Milk Reserve Vanilla Chai,American Imperial Stout,11.0,stout,bourbon,vanilla,coffee,dragon,cocoa,dark,milk,ten,aging,fidy,intense,aged,narwhal,barrel,imperial,tripper,barrels,chocolate,night
Dragon's Milk Reserve: Cherry Chocolate,American Imperial Stout,11.0,stout,bourbon,vanilla,coffee,dragon,cocoa,dark,milk,ten,aging,fidy,intense,aged,narwhal,barrel,imperial,tripper,barrels,chocolate,night
Dragon's Milk Reserve: Mexican Spice Cake,American Imperial Stout,11.0,stout,bourbon,vanilla,coffee,dragon,cocoa,dark,milk,ten,aging,fidy,intense,aged,narwhal,barrel,imperial,tripper,barrels,chocolate,night
Dragon’s Milk Reserve: Banana Coconut,American Imperial Stout,11.0,stout,bourbon,vanilla,coffee,dragon,cocoa,dark,milk,ten,aging,fidy,intense,aged,narwhal,barrel,imperial,tripper,barrels,chocolate,night
Filthy Pumpkin,American Imperial Stout,7.75,stout,bourbon,vanilla,coffee,dragon,cocoa,dark,milk,ten,aging,fidy,intense,aged,narwhal,barrel,imperial,tripper,barrels,chocolate,night
Happy Ending,American Imperial Stout,9.0,stout,bourbon,vanilla,coffee,dragon,cocoa,dark,milk,ten,aging,fidy,intense,aged,narwhal,barrel,imperial,tripper,barrels,chocolate,night
High West-ified Imperial Coffee Stout,American Imperial Stout,12.2,stout,bourbon,vanilla,coffee,dragon,cocoa,dark,milk,ten,aging,fidy,intense,aged,narwhal,barrel,imperial,tripper,barrels,chocolate,night
Imperial Stout (Fudge And Sickle),American Imperial Stout,9.9,stout,bourbon,vanilla,coffee,dragon,cocoa,dark,milk,ten,aging,fidy,intense,aged,narwhal,barrel,imperial,tripper,barrels,chocolate,night
Kate The Great Russian Imperial Stout,American Imperial Stout,9.5,stout,bourbon,vanilla,coffee,dragon,cocoa,dark,milk,ten,aging,fidy,intense,aged,narwhal,barrel,imperial,tripper,barrels,chocolate,night
Narwhal,American Imperial Stout,10.2,stout,bourbon,vanilla,coffee,dragon,cocoa,dark,milk,ten,aging,fidy,intense,aged,narwhal,barrel,imperial,tripper,barrels,chocolate,night
Night Tripper,American Imperial Stout,10.8,stout,bourbon,vanilla,coffee,dragon,cocoa,dark,milk,ten,aging,fidy,intense,aged,narwhal,barrel,imperial,tripper,barrels,chocolate,night
Night Tripper Barrel Aged,American Imperial Stout,10.8,stout,bourbon,vanilla,coffee,dragon,cocoa,dark,milk,ten,aging,fidy,intense,aged,narwhal,barrel,imperial,tripper,barrels,chocolate,night
Night Wish,American Imperial Stout,10.5,stout,bourbon,vanilla,coffee,dragon,cocoa,dark,milk,ten,aging,fidy,intense,aged,narwhal,barrel,imperial,tripper,barrels,chocolate,night
Sinner's Son,American Imperial Stout,12.4,stout,bourbon,vanilla,coffee,dragon,cocoa,dark,milk,ten,aging,fidy,intense,aged,narwhal,barrel,imperial,tripper,barrels,chocolate,night
Ten FIDY,American Imperial Stout,10.5,stout,bourbon,vanilla,coffee,dragon,cocoa,dark,milk,ten,aging,fidy,intense,aged,narwhal,barrel,imperial,tripper,barrels,chocolate,night
The Dogfather,American Imperial Stout,10.0,stout,bourbon,vanilla,coffee,dragon,cocoa,dark,milk,ten,aging,fidy,intense,aged,narwhal,barrel,imperial,tripper,barrels,chocolate,night
Trip In The Woods Barrel Aged Narwhal w/Red & Black Currents,American Imperial Stout,9.8,stout,bourbon,vanilla,coffee,dragon,cocoa,dark,milk,ten,aging,fidy,intense,aged,narwhal,barrel,imperial,tripper,barrels,chocolate,night
Tripper Noche,American Imperial Stout,12.1,stout,bourbon,vanilla,coffee,dragon,cocoa,dark,milk,ten,aging,fidy,intense,aged,narwhal,barrel,imperial,tripper,barrels,chocolate,night
Willett Bourbon Barrel Aged Imperial Stout,American Imperial Stout,11.5,stout,bourbon,vanilla,coffee,dragon,cocoa,dark,milk,ten,aging,fidy,intense,aged,narwhal,barrel,imperial,tripper,barrels,chocolate,night
Willettized Coffee Stout,American Imperial Stout,11.7,stout,bourbon,vanilla,coffee,dragon,cocoa,dark,milk,ten,aging,fidy,intense,aged,narwhal,barrel,imperial,tripper,barrels,chocolate,night
Barrel-Aged Porter,BBL Aged,7.4,whiskey,aged,porter,built,beans,warming,breckenridge,developed,bourbon,cocoa,wine,vanilla,barrels,colorado,soul,dubbel,nibs,complimented,satisfying,possible
Holidale (2016),BBL Aged,10.3,whiskey,aged,porter,built,beans,warming,breckenridge,developed,bourbon,cocoa,wine,vanilla,barrels,colorado,soul,dubbel,nibs,complimented,satisfying,possible
Holidale (2017),BBL Aged,8.8,whiskey,aged,porter,built,beans,warming,breckenridge,developed,bourbon,cocoa,wine,vanilla,barrels,colorado,soul,dubbel,nibs,complimented,satisfying,possible
Ovila Dubbel Barrel-Aged,BBL Aged,10.8,whiskey,aged,porter,built,beans,warming,breckenridge,developed,bourbon,cocoa,wine,vanilla,barrels,colorado,soul,dubbel,nibs,complimented,satisfying,possible
Rompo Red Rye (Bourbon Barrel Aged),BBL Aged,5.2,whiskey,aged,porter,built,beans,warming,breckenridge,developed,bourbon,cocoa,wine,vanilla,barrels,colorado,soul,dubbel,nibs,complimented,satisfying,possible
Well Built,BBL Aged,8.8,whiskey,aged,porter,built,beans,warming,breckenridge,developed,bourbon,cocoa,wine,vanilla,barrels,colorado,soul,dubbel,nibs,complimented,satisfying,possible
Beach Bum Blonde Ale,Belgian Blonde,5.4,belgian,russian,champagne,tones,pack,decided,grossman,tasty,note,quality,cloudy,six,blonde,always,orange,white,american,friends,double,wheat
Bubbly Wit,Belgian Blonde,7.1,belgian,russian,champagne,tones,pack,decided,grossman,tasty,note,quality,cloudy,six,blonde,always,orange,white,american,friends,double,wheat
Hummer,Belgian Blonde,5.1,belgian,russian,champagne,tones,pack,decided,grossman,tasty,note,quality,cloudy,six,blonde,always,orange,white,american,friends,double,wheat
Mt. Takhoma Blonde Ale,Belgian Blonde,3.8,belgian,russian,champagne,tones,pack,decided,grossman,tasty,note,quality,cloudy,six,blonde,always,orange,white,american,friends,double,wheat
Yvan The Great - Beer Camp Across America,Belgian Blonde,6.3,belgian,russian,champagne,tones,pack,decided,grossman,tasty,note,quality,cloudy,six,blonde,always,orange,white,american,friends,double,wheat
Bearsharktopus,Belgian Pale,6.0,belgian,hatter,days,seriously,hay,beers,traditional,saison,pepper,farmhouse,carolina,pale,avery,near,hot,styles,breweries,home,white,love
Belgian Crush,Belgian Pale,5.7,belgian,hatter,days,seriously,hay,beers,traditional,saison,pepper,farmhouse,carolina,pale,avery,near,hot,styles,breweries,home,white,love
Farmhouse Hatter,Belgian Pale,5.07,belgian,hatter,days,seriously,hay,beers,traditional,saison,pepper,farmhouse,carolina,pale,avery,near,hot,styles,breweries,home,white,love
Larry Triple Douple,Belgian Pale,8.5,belgian,hatter,days,seriously,hay,beers,traditional,saison,pepper,farmhouse,carolina,pale,avery,near,hot,styles,breweries,home,white,love
Myron's Walk - Beer Camp Across America,Belgian Pale,5.3,belgian,hatter,days,seriously,hay,beers,traditional,saison,pepper,farmhouse,carolina,pale,avery,near,hot,styles,breweries,home,white,love
White Hatter,Belgian Pale,5.5,belgian,hatter,days,seriously,hay,beers,traditional,saison,pepper,farmhouse,carolina,pale,avery,near,hot,styles,breweries,home,white,love
Beer Camp 013: Old Cantankerous,Old Ale,6.6,old,used,pils,sterling,american,evening,types,five,matter,history,present,cross,camp,different,including,complexity,nevada,sierra,brewery,select
Old Ale,Old Ale,6.9,old,used,pils,sterling,american,evening,types,five,matter,history,present,cross,camp,different,including,complexity,nevada,sierra,brewery,select
Beer Camp: Atlantic-Style Vintage Ale,English Pale,8.5,fuller,vintage,naturally,complement,camp,less,strain,drink,english,robust,hopping,ales,bottle,stash,american,away,calling,elements,techniques,age
Northdown,English Pale,4.1,fuller,vintage,naturally,complement,camp,less,strain,drink,english,robust,hopping,ales,bottle,stash,american,away,calling,elements,techniques,age
Beer Camp: Dry-Hopped Berliner-Style Weisse,Berlinerweisse,4.2,weisse,sour,normal,raspberry,adding,lactobacillus,clove,choice,wanted,dry,blueberry,straight,tart,slightly,create,forward,crisp,refreshing,imparts,run
Bernie Weisse,Berlinerweisse,3.2,weisse,sour,normal,raspberry,adding,lactobacillus,clove,choice,wanted,dry,blueberry,straight,tart,slightly,create,forward,crisp,refreshing,imparts,run
Beer Camp: Dunkle Weisse,Dunkelweizen,5.7,bavarian,wheat,banana,strain,together,version,bring,best,create,world,classic,aromas,weisse,decided,anywhere,fermenter,produced,open,bread,shine
Beer Camp: Raspberry Sundae Ale,Spice Beer,8.0,spiced,tea,orange,together,winter,world,helping,full,nutmeg,invigorating,laced,richness,lactose,raspberry,cinnamon,rich,peel,classic,holiday,cocoa
Beer Camp: Thai-Style Iced Tea,Spice Beer,7.2,spiced,tea,orange,together,winter,world,helping,full,nutmeg,invigorating,laced,richness,lactose,raspberry,cinnamon,rich,peel,classic,holiday,cocoa
Bud Extra,Spice Beer,6.6,spiced,tea,orange,together,winter,world,helping,full,nutmeg,invigorating,laced,richness,lactose,raspberry,cinnamon,rich,peel,classic,holiday,cocoa
Christmas Chub,Spice Beer,8.0,spiced,tea,orange,together,winter,world,helping,full,nutmeg,invigorating,laced,richness,lactose,raspberry,cinnamon,rich,peel,classic,holiday,cocoa
El Mole Ocho,Spice Beer,10.0,spiced,tea,orange,together,winter,world,helping,full,nutmeg,invigorating,laced,richness,lactose,raspberry,cinnamon,rich,peel,classic,holiday,cocoa
Jack's Pumpkin Spice Ale,Spice Beer,5.5,spiced,tea,orange,together,winter,world,helping,full,nutmeg,invigorating,laced,richness,lactose,raspberry,cinnamon,rich,peel,classic,holiday,cocoa
SweetWater Festive Ale,Spice Beer,8.5,spiced,tea,orange,together,winter,world,helping,full,nutmeg,invigorating,laced,richness,lactose,raspberry,cinnamon,rich,peel,classic,holiday,cocoa
Wintertide Ale,Spice Beer,6.0,spiced,tea,orange,together,winter,world,helping,full,nutmeg,invigorating,laced,richness,lactose,raspberry,cinnamon,rich,peel,classic,holiday,cocoa
Beerito,Vienna Lager,4.0,plum,mouth,premium,featuring,colorado,come,honey,craft,toasted,german,amber,lager,accent,feel,noble,bread,incredibly,always,kind,cocoa
Belgian Blond,Belgian Pale Strong,6.7,abbey,golden,toward,monks,de,derived,even,layered,apple,yeast,czech,esters,clairvaux,belgian,use,grounds,brilliant,candi,san,new
Ovila Belgian Golden Ale,Belgian Pale Strong,8.5,abbey,golden,toward,monks,de,derived,even,layered,apple,yeast,czech,esters,clairvaux,belgian,use,grounds,brilliant,candi,san,new
Bella Czech Pils,International Pilsener,5.3,czech,traditional,non,sold,tribute,spiciness,noble,european,saaz,famous,uses,created,pilsner,combination,create,german,fact,pils,familiar,invigorating
Stephan Urquell ,International Pilsener,4.0,czech,traditional,non,sold,tribute,spiciness,noble,european,saaz,famous,uses,created,pilsner,combination,create,german,fact,pils,familiar,invigorating
Twisted Fish,International Pilsener,5.3,czech,traditional,non,sold,tribute,spiciness,noble,european,saaz,famous,uses,created,pilsner,combination,create,german,fact,pils,familiar,invigorating
Black Brew Bae,Black Ale,6.4,bad,black,also,brew,make,ipa,roasted,great,one,barley,highly,join,malts,dark,hop,estate,packed,wet,centennial,roasty
Black Mad Hatter India Pale Ale,Black Ale,5.56,bad,black,also,brew,make,ipa,roasted,great,one,barley,highly,join,malts,dark,hop,estate,packed,wet,centennial,roasty
DevESTATEtion,Black Ale,6.7,bad,black,also,brew,make,ipa,roasted,great,one,barley,highly,join,malts,dark,hop,estate,packed,wet,centennial,roasty
Imperial Black IPA,Black Ale,7.3,bad,black,also,brew,make,ipa,roasted,great,one,barley,highly,join,malts,dark,hop,estate,packed,wet,centennial,roasty
Night Time,Black Ale,7.9,bad,black,also,brew,make,ipa,roasted,great,one,barley,highly,join,malts,dark,hop,estate,packed,wet,centennial,roasty
Spruce Beersteen,Black Ale,6.0,bad,black,also,brew,make,ipa,roasted,great,one,barley,highly,join,malts,dark,hop,estate,packed,wet,centennial,roasty
Black Shack Porter,Robust Porter,5.3,chocolate,done,reward,mouthful,change,tasty,beans,overtones,fields,goldings,put,yeast,porter,well,coffee,intense,black,roasted,bean,mocha
Porter Porter,Robust Porter,7.5,chocolate,done,reward,mouthful,change,tasty,beans,overtones,fields,goldings,put,yeast,porter,well,coffee,intense,black,roasted,bean,mocha
SweetWater Mean Joe Bean,Robust Porter,8.5,chocolate,done,reward,mouthful,change,tasty,beans,overtones,fields,goldings,put,yeast,porter,well,coffee,intense,black,roasted,bean,mocha
Blizzicane Bock,Bock,7.7,bock,lager,several,coast,many,toffee,honor,combination,ingredients,chinook,bottle,using,snow,goodness,england,caramel,released,exceptionally,bavarian,things
Chewbocka,Bock,6.2,bock,lager,several,coast,many,toffee,honor,combination,ingredients,chinook,bottle,using,snow,goodness,england,caramel,released,exceptionally,bavarian,things
Pandora's Bock,Bock,7.5,bock,lager,several,coast,many,toffee,honor,combination,ingredients,chinook,bottle,using,snow,goodness,england,caramel,released,exceptionally,bavarian,things
Blue,Fruit Beer,4.6,fruit,blueberry,rose,light,raspberry,laden,quenching,juice,blue,winner,mango,thirst,blueberries,michigan,aroma,subtle,citrus,refreshing,category,saison
Blueberry Ale,Fruit Beer,4.5,fruit,blueberry,rose,light,raspberry,laden,quenching,juice,blue,winner,mango,thirst,blueberries,michigan,aroma,subtle,citrus,refreshing,category,saison
Bud Light Radler - Grapefuit,Fruit Beer,2.4,fruit,blueberry,rose,light,raspberry,laden,quenching,juice,blue,winner,mango,thirst,blueberries,michigan,aroma,subtle,citrus,refreshing,category,saison
Envious,Fruit Beer,7.5,fruit,blueberry,rose,light,raspberry,laden,quenching,juice,blue,winner,mango,thirst,blueberries,michigan,aroma,subtle,citrus,refreshing,category,saison
Lost Dune,Fruit Beer,5.5,fruit,blueberry,rose,light,raspberry,laden,quenching,juice,blue,winner,mango,thirst,blueberries,michigan,aroma,subtle,citrus,refreshing,category,saison
Passion Blaster,Fruit Beer,6.0,fruit,blueberry,rose,light,raspberry,laden,quenching,juice,blue,winner,mango,thirst,blueberries,michigan,aroma,subtle,citrus,refreshing,category,saison
Wango Mango,Fruit Beer,6.0,fruit,blueberry,rose,light,raspberry,laden,quenching,juice,blue,winner,mango,thirst,blueberries,michigan,aroma,subtle,citrus,refreshing,category,saison
Blue Ridge Red,Irish Red,6.3,generous,guinness,edition,oktoberfest,draught,creation,flavored,holiday,distinct,toasty,resulting,developed,full,amber,scotch,bodied,roast,ruby,accent,appearance
Guinness Generous Ale,Irish Red,5.6,generous,guinness,edition,oktoberfest,draught,creation,flavored,holiday,distinct,toasty,resulting,developed,full,amber,scotch,bodied,roast,ruby,accent,appearance
Harmon Killerbrew,Irish Red,7.6,generous,guinness,edition,oktoberfest,draught,creation,flavored,holiday,distinct,toasty,resulting,developed,full,amber,scotch,bodied,roast,ruby,accent,appearance
Murphy's Law Red Ale,Irish Red,5.0,generous,guinness,edition,oktoberfest,draught,creation,flavored,holiday,distinct,toasty,resulting,developed,full,amber,scotch,bodied,roast,ruby,accent,appearance
Bohemian Dock Street Pilsner,German Pilsener,5.0,pilsner,bohemian,german,world,first,abv,standards,styrian,join,pale,techniques,percent,czech,imported,malts,low,saaz,blues,oskar,golden
Mama's Little Yella Pils,German Pilsener,5.3,pilsner,bohemian,german,world,first,abv,standards,styrian,join,pale,techniques,percent,czech,imported,malts,low,saaz,blues,oskar,golden
Pils,German Pilsener,6.2,pilsner,bohemian,german,world,first,abv,standards,styrian,join,pale,techniques,percent,czech,imported,malts,low,saaz,blues,oskar,golden
Southern Gothic Session Pils,German Pilsener,5.6,pilsner,bohemian,german,world,first,abv,standards,styrian,join,pale,techniques,percent,czech,imported,malts,low,saaz,blues,oskar,golden
Take Two Pils,German Pilsener,5.5,pilsner,bohemian,german,world,first,abv,standards,styrian,join,pale,techniques,percent,czech,imported,malts,low,saaz,blues,oskar,golden
Born Again Yesterday,Wet Hop Ale,7.5,wet,hop,picked,dried,northern,intense,born,five,fields,single,kettle,within,harvest,hemisphere,features,year,part,southern,fresh,series
Celebration Ale,Wet Hop Ale,6.8,wet,hop,picked,dried,northern,intense,born,five,fields,single,kettle,within,harvest,hemisphere,features,year,part,southern,fresh,series
Harvest Fresh Hop IPA - Southern Hemisphere Harvest,Wet Hop Ale,6.7,wet,hop,picked,dried,northern,intense,born,five,fields,single,kettle,within,harvest,hemisphere,features,year,part,southern,fresh,series
Harvest Wet Hop IPA - Northern Hemisphere Harvest,Wet Hop Ale,6.7,wet,hop,picked,dried,northern,intense,born,five,fields,single,kettle,within,harvest,hemisphere,features,year,part,southern,fresh,series
Hop Dog Fresh Hop Pale,Wet Hop Ale,5.6,wet,hop,picked,dried,northern,intense,born,five,fields,single,kettle,within,harvest,hemisphere,features,year,part,southern,fresh,series
Hop Hunter IPA,Wet Hop Ale,6.2,wet,hop,picked,dried,northern,intense,born,five,fields,single,kettle,within,harvest,hemisphere,features,year,part,southern,fresh,series
Hopivore,Wet Hop Ale,5.84,wet,hop,picked,dried,northern,intense,born,five,fields,single,kettle,within,harvest,hemisphere,features,year,part,southern,fresh,series
Braupakt,Hefeweizen,6.0,hefeweizen,apricot,adds,refreshing,wheat,perfect,traditional,labor,hazy,deeply,serve,brand,peach,pour,banana,tartness,drink,american,day,brew
Doppel Weizen,Hefeweizen,8.5,hefeweizen,apricot,adds,refreshing,wheat,perfect,traditional,labor,hazy,deeply,serve,brand,peach,pour,banana,tartness,drink,american,day,brew
Hefe Proper Ale,Hefeweizen,4.0,hefeweizen,apricot,adds,refreshing,wheat,perfect,traditional,labor,hazy,deeply,serve,brand,peach,pour,banana,tartness,drink,american,day,brew
Kellerweis,Hefeweizen,4.8,hefeweizen,apricot,adds,refreshing,wheat,perfect,traditional,labor,hazy,deeply,serve,brand,peach,pour,banana,tartness,drink,american,day,brew
Lovebird Wheat,Hefeweizen,4.4,hefeweizen,apricot,adds,refreshing,wheat,perfect,traditional,labor,hazy,deeply,serve,brand,peach,pour,banana,tartness,drink,american,day,brew
Waterkeeper,Hefeweizen,6.0,hefeweizen,apricot,adds,refreshing,wheat,perfect,traditional,labor,hazy,deeply,serve,brand,peach,pour,banana,tartness,drink,american,day,brew
Breckenridge Christmas Ale,American Strong Pale,7.4,warmer,citra,hood,chill,caramel,rich,types,lot,bittering,everything,release,actually,brown,good,drinkable,winter,hop,chocolate,mt,might
Brown Shugga',American Strong Pale,9.9,warmer,citra,hood,chill,caramel,rich,types,lot,bittering,everything,release,actually,brown,good,drinkable,winter,hop,chocolate,mt,might
Purebred A.P.A. Citra,American Strong Pale,6.2,warmer,citra,hood,chill,caramel,rich,types,lot,bittering,everything,release,actually,brown,good,drinkable,winter,hop,chocolate,mt,might
The Hairy Eyeball,American Strong Pale,8.8,warmer,citra,hood,chill,caramel,rich,types,lot,bittering,everything,release,actually,brown,good,drinkable,winter,hop,chocolate,mt,might
Brewery Lane Series: Biére De Garde,Bière de Garde,9.0,toffee,go,de,got,mellow,ginger,three,truly,famous,herbal,known,process,barrels,aged,farmhouse,mind,infamous,french,left,bread
Port Barrel Aged Biere De Garde,Bière de Garde,10.2,toffee,go,de,got,mellow,ginger,three,truly,famous,herbal,known,process,barrels,aged,farmhouse,mind,infamous,french,left,bread
Spanglish Fly,Bière de Garde,8.0,toffee,go,de,got,mellow,ginger,three,truly,famous,herbal,known,process,barrels,aged,farmhouse,mind,infamous,french,left,bread
Trip In the Woods Biere De Garde,Bière de Garde,9.8,toffee,go,de,got,mellow,ginger,three,truly,famous,herbal,known,process,barrels,aged,farmhouse,mind,infamous,french,left,bread
Brux,Specialty,8.3,goldings,brettanomyces,gravity,dry,sierra,nevada,fields,valley,holiday,cocoa,earthy,bottle,estate,styrian,grown,hopped,barley,change,mandarina,bavaria
CÔTE DE CHAMPLAIN,Specialty,6.1,goldings,brettanomyces,gravity,dry,sierra,nevada,fields,valley,holiday,cocoa,earthy,bottle,estate,styrian,grown,hopped,barley,change,mandarina,bavaria
Dry-Hopped Censored Ale,Specialty,6.7,goldings,brettanomyces,gravity,dry,sierra,nevada,fields,valley,holiday,cocoa,earthy,bottle,estate,styrian,grown,hopped,barley,change,mandarina,bavaria
Estate Ale,Specialty,6.7,goldings,brettanomyces,gravity,dry,sierra,nevada,fields,valley,holiday,cocoa,earthy,bottle,estate,styrian,grown,hopped,barley,change,mandarina,bavaria
Holiday Ale (2011),Specialty,7.6,goldings,brettanomyces,gravity,dry,sierra,nevada,fields,valley,holiday,cocoa,earthy,bottle,estate,styrian,grown,hopped,barley,change,mandarina,bavaria
Holiday Leftovers Ale,Specialty,7.6,goldings,brettanomyces,gravity,dry,sierra,nevada,fields,valley,holiday,cocoa,earthy,bottle,estate,styrian,grown,hopped,barley,change,mandarina,bavaria
Sakitumi,Specialty,9.0,goldings,brettanomyces,gravity,dry,sierra,nevada,fields,valley,holiday,cocoa,earthy,bottle,estate,styrian,grown,hopped,barley,change,mandarina,bavaria
Terra Incognita,Specialty,8.5,goldings,brettanomyces,gravity,dry,sierra,nevada,fields,valley,holiday,cocoa,earthy,bottle,estate,styrian,grown,hopped,barley,change,mandarina,bavaria
el Mole Ocho,Specialty,8.4,goldings,brettanomyces,gravity,dry,sierra,nevada,fields,valley,holiday,cocoa,earthy,bottle,estate,styrian,grown,hopped,barley,change,mandarina,bavaria
Bud Dry,American Light Lager,5.0,miller,bud,lager,cold,calories,genuine,chelada,clamato,best,select,bottle,american,light,taste,introduced,draft,filtered,lime,high,life
Bud Light,American Light Lager,4.2,miller,bud,lager,cold,calories,genuine,chelada,clamato,best,select,bottle,american,light,taste,introduced,draft,filtered,lime,high,life
Bud Light Chelada,American Light Lager,4.2,miller,bud,lager,cold,calories,genuine,chelada,clamato,best,select,bottle,american,light,taste,introduced,draft,filtered,lime,high,life
Bud Light Lime,American Light Lager,4.2,miller,bud,lager,cold,calories,genuine,chelada,clamato,best,select,bottle,american,light,taste,introduced,draft,filtered,lime,high,life
